relation,src_user_id,dst_user_id,base_score,abnormal_pair,tns_score,abnormal_tns_interaction,soft_weight_factor,rank_score
UPU,100114,103774,0.012435858,0.1435036,0.0,0.0,1.0717518,0.013328154
UPU,100114,21447,0.0120045915,0.11421804,0.0,0.0,1.057109,0.012690161
UPU,100114,103783,0.0116301635,0.14262113,0.0,0.0,1.0713105,0.0124595165
UPU,100114,98674,0.010536433,0.1436496,0.0,0.0,1.0718248,0.01129321
UPU,100114,84076,0.009752537,0.10363572,0.0,0.0,1.0518179,0.010257893
UPU,100114,49364,0.008961133,0.11895971,0.0,0.0,1.0594798,0.00949414
UPU,100114,190752,0.007856772,0.117604166,0.0,0.0,1.0588021,0.008318767
UPU,100114,103584,0.0070834723,0.13233583,0.0,0.0,1.066168,0.007552171
UPU,100114,104406,0.0069792517,0.10529611,0.0,0.0,1.0526481,0.0073466958
UPU,100179,30029,0.05687742,0.11117208,0.0,0.0,1.0555861,0.060039014
UPU,100179,42404,0.052147437,0.09731969,0.0,0.0,1.0486598,0.054684922
UPU,100179,149590,0.03295701,0.1280037,0.0,0.0,1.0640018,0.035066318
UPU,100179,13637,0.029222626,0.09537519,0.0,0.0,1.0476876,0.030616185
UPU,100179,48402,0.025534496,0.17227176,0.0,0.0,1.0861359,0.027733931
UPU,100179,5765,0.02164766,0.12135757,0.0,0.0,1.0606788,0.022961214
UPU,100179,13648,0.019125544,0.12693578,0.0,0.0,1.0634679,0.020339401
UPU,100179,202372,0.017942265,0.0921065,0.0,0.0,1.0460533,0.018768566
UPU,100179,22908,0.015380086,0.19232158,0.0,0.0,1.0961608,0.016859047
UPU,100179,23593,0.01531263,0.11260122,0.0,0.0,1.0563006,0.016174741
UPU,100179,30167,0.014330653,0.127701,0.0,0.0,1.0638505,0.015245672
UPU,100179,44118,0.014127603,0.12407255,0.0,0.0,1.0620363,0.015004027
UPU,100179,70813,0.011222218,0.18477951,0.0,0.0,1.0923897,0.012259035
UPU,100179,81174,0.010056845,0.19071116,0.0,0.0,1.0953556,0.011015821
UPU,100179,74780,0.0099629415,0.17141631,0.0,0.0,1.0857081,0.010816847
UPU,100179,12256,0.008770743,0.18110563,0.0,0.0,1.0905528,0.0095649585
UPU,100179,15462,0.007829455,0.18722516,0.0,0.0,1.0936126,0.00856239
UPU,100179,24650,0.0073486473,0.19243407,0.0,0.0,1.096217,0.008055712
UPU,100179,112136,0.0068102023,0.19133908,0.0,0.0,1.0956695,0.007461731
UPU,100179,70828,0.0065333573,0.14984041,0.0,0.0,1.0749202,0.0070228376
UPU,10021,118114,0.07886188,0.22819795,0.0,0.0,1.114099,0.08785994
UPU,10021,177017,0.04743142,0.29717687,0.0,0.0,1.1485884,0.05447918
UPU,10021,36885,0.025540136,0.1381197,0.0,0.0,1.0690598,0.027303934
UPU,10021,186474,0.022519046,0.36387667,0.0,0.0,1.1819383,0.026616123
UPU,10021,58241,0.018571978,0.3772169,0.0,0.0,1.1886084,0.02207481
UPU,10021,7359,0.018038055,0.16215628,0.0,0.0,1.0810782,0.019500548
UPU,10021,10073,0.013185066,0.169746,0.0,0.0,1.084873,0.014304122
UPU,10021,10044,0.011156219,0.16012378,0.0,0.0,1.0800619,0.012049408
UPU,10021,11662,0.00911101,0.1466229,0.0,0.0,1.0733114,0.009778951
UPU,10021,70022,0.008177661,0.24322742,0.0,0.0,1.1216137,0.009172177
UPU,10021,10343,0.0074628685,0.14936453,0.0,0.0,1.0746822,0.008020212
UPU,10021,26335,0.0069214157,0.16020043,0.0,0.0,1.0801002,0.007475822
UPU,10021,65842,0.005966948,0.22847827,0.0,0.0,1.1142391,0.0066486066
UPU,10021,170162,0.0058234306,0.3278227,0.0,0.0,1.1639113,0.006777957
UPU,10021,6793,0.005315257,0.13609026,0.0,0.0,1.0680451,0.005676934
UPU,10021,130173,0.0044446792,0.13408186,0.0,0.0,1.0670409,0.0047426545
UPU,10021,10072,0.004377988,0.2123003,0.0,0.0,1.1061502,0.004842712
UPU,10021,36931,0.0035471777,0.18079808,0.0,0.0,1.090399,0.003867839
UPU,10021,10106,0.0029324088,0.23869126,0.0,0.0,1.1193457,0.0032823791
UPU,10021,26507,0.0028431166,0.15339836,0.0,0.0,1.0766991,0.0030611812
UPU,100341,19636,0.13496667,0.19205576,0.0,0.0,1.0960279,0.14792722
UPU,100341,128650,0.13285781,0.20387292,0.0,0.0,1.1019365,0.14640087
UPU,100341,64471,0.112968996,0.20365708,0.0,0.0,1.1018286,0.12447247
UPU,100341,77772,0.106311135,0.1744403,0.0,0.0,1.0872202,0.11558361
UPU,100341,93910,0.105343364,0.2077796,0.0,0.0,1.1038898,0.11628747
UPU,100341,8760,0.08232898,0.1877109,0.0,0.0,1.0938555,0.09005601
UPU,100341,90716,0.07060247,0.1388002,0.0,0.0,1.0694001,0.075502284
UPU,100341,91790,0.069469094,0.19378956,0.0,0.0,1.0968947,0.076200284
UPU,100341,48197,0.06803913,0.19839837,0.0,0.0,1.0991992,0.074788556
UPU,100341,89775,0.057167046,0.20415199,0.0,0.0,1.102076,0.06300243
UPU,100341,75521,0.052945472,0.122670606,0.0,0.0,1.0613353,0.0561929
UPU,100341,34180,0.048881777,0.121540345,0.0,0.0,1.0607702,0.05185233
UPU,100341,23123,0.04554893,0.10169859,0.0,0.0,1.0508493,0.047865063
UPU,100341,100453,0.042363375,0.097370274,0.0,0.0,1.0486852,0.044425845
UPU,100341,106606,0.039266575,0.11800422,0.0,0.0,1.0590022,0.04158339
UPU,100341,9303,0.03827638,0.19506404,0.0,0.0,1.097532,0.042009555
UPU,100341,144966,0.035680816,0.1957352,0.0,0.0,1.0978676,0.039172813
UPU,100341,100438,0.034490537,0.19193168,0.0,0.0,1.0959659,0.03780045
UPU,100341,52692,0.034367766,0.18663545,0.0,0.0,1.0933177,0.037574887
UPU,100341,131851,0.03303156,0.16268313,0.0,0.0,1.0813415,0.035718396
UPU,100349,152014,0.17565747,0.32705152,0.0,0.0,1.1635258,0.204382
UPU,100349,100357,0.115393974,0.32827282,0.0,0.0,1.1641364,0.13433433
UPU,100349,40735,0.10826196,0.26893187,0.0,0.0,1.1344659,0.122819506
UPU,100349,100358,0.09678204,0.32130492,0.0,0.0,1.1606524,0.11233031
UPU,100349,125406,0.09410222,0.32838893,0.0,0.0,1.1641945,0.109553285
UPU,100349,103824,0.08665715,0.18840143,0.0,0.0,1.0942007,0.09482032
UPU,100349,123620,0.082339436,0.3281527,0.0,0.0,1.1640763,0.09584939
UPU,100349,21985,0.08056704,0.27755943,0.0,0.0,1.1387798,0.09174811
UPU,100349,100409,0.0796265,0.20343016,0.0,0.0,1.1017151,0.087725714
UPU,100349,52551,0.06614079,0.20507783,0.0,0.0,1.102539,0.0729228
UPU,100349,100453,0.055050336,0.10958717,0.0,0.0,1.0547936,0.05806674
UPU,100349,103601,0.052003857,0.32481205,0.0,0.0,1.162406,0.060449593
UPU,100349,152023,0.04971438,0.3282036,0.0,0.0,1.1641018,0.0578726
UPU,100349,56678,0.04567722,0.32830086,0.0,0.0,1.1641505,0.053175155
UPU,100349,46742,0.043744437,0.23558849,0.0,0.0,1.1177943,0.04889728
UPU,100349,38297,0.038283467,0.21357326,0.0,0.0,1.1067866,0.04237163
UPU,100349,121010,0.038186405,0.24627283,0.0,0.0,1.1231364,0.04288854
UPU,100349,100438,0.034093674,0.24600449,0.0,0.0,1.1230023,0.038287275
UPU,100349,9303,0.030307034,0.25845513,0.0,0.0,1.1292275,0.034223538
UPU,100349,56427,0.02933667,0.21829242,0.0,0.0,1.1091462,0.032538656
UPU,100357,100358,0.15001217,0.34563205,0.0,0.0,1.172816,0.17593667
UPU,100357,100349,0.115393974,0.32827282,0.0,0.0,1.1641364,0.13433433
UPU,100357,21985,0.08883032,0.2839244,0.0,0.0,1.1419622,0.10144087
UPU,100357,16095,0.08236431,0.43505555,0.0,0.0,1.2175277,0.100280836
UPU,100357,40735,0.07423677,0.2745509,0.0,0.0,1.1372755,0.08442766
UPU,100357,46742,0.07204966,0.23854372,0.0,0.0,1.1192719,0.08064316
UPU,100357,28799,0.0692667,0.28665215,0.0,0.0,1.143326,0.07919442
UPU,100357,100453,0.06897111,0.106822714,0.0,0.0,1.0534114,0.072654955
UPU,100357,123446,0.056549583,0.19201003,0.0,0.0,1.096005,0.061978623
UPU,100357,100409,0.049935263,0.20419376,0.0,0.0,1.1020969,0.055033498
UPU,100357,100438,0.045458235,0.24975234,0.0,0.0,1.1248761,0.051134884
UPU,100357,9303,0.038340226,0.26319844,0.0,0.0,1.1315992,0.04338577
UPU,100357,89742,0.03633866,0.32726303,0.0,0.0,1.1636316,0.042284813
UPU,100357,64471,0.03383733,0.31588337,0.0,0.0,1.1579417,0.039181653
UPU,100357,41504,0.033670664,0.11285492,0.0,0.0,1.0564275,0.035570614
UPU,100357,12198,0.03356015,0.3475693,0.0,0.0,1.1737846,0.039392386
UPU,100357,56678,0.030217236,0.45888615,0.0,0.0,1.2294431,0.03715037
UPU,100357,164883,0.02791517,0.21752924,0.0,0.0,1.1087646,0.030951355
UPU,100357,40738,0.026285943,0.28233328,0.0,0.0,1.1411667,0.029996643
UPU,100357,100341,0.026157252,0.20579611,0.0,0.0,1.102898,0.028848782
UPU,100358,100357,0.15001217,0.34563205,0.0,0.0,1.172816,0.17593667
UPU,100358,100438,0.11336192,0.2479842,0.0,0.0,1.1239921,0.12741789
UPU,100358,100349,0.09678204,0.32130492,0.0,0.0,1.1606524,0.11233031
UPU,100358,68966,0.09045912,0.15278722,0.0,0.0,1.0763936,0.09736962
UPU,100358,125411,0.08519525,0.3395912,0.0,0.0,1.1697956,0.09966103
UPU,100358,57607,0.07925139,0.34498113,0.0,0.0,1.1724906,0.09292151
UPU,100358,100453,0.0779284,0.10995397,0.0,0.0,1.0549769,0.082212664
UPU,100358,21985,0.07070169,0.28004125,0.0,0.0,1.1400206,0.08060138
UPU,100358,46742,0.068046905,0.23741074,0.0,0.0,1.1187054,0.07612444
UPU,100358,40735,0.06495717,0.2712729,0.0,0.0,1.1356364,0.07376773
UPU,100358,22683,0.06476659,0.18996593,0.0,0.0,1.094983,0.070918314
UPU,100358,37572,0.062408183,0.1330499,0.0,0.0,1.066525,0.06655989
UPU,100358,12250,0.062152933,0.31554165,0.0,0.0,1.1577709,0.071958855
UPU,100358,193603,0.054993298,0.20758186,0.0,0.0,1.1037909,0.060701102
UPU,100358,191998,0.05409222,0.345734,0.0,0.0,1.1728671,0.06344298
UPU,100358,103602,0.050763045,0.3456632,0.0,0.0,1.1728315,0.059536498
UPU,100358,125421,0.046470135,0.34297302,0.0,0.0,1.1714865,0.054439135
UPU,100358,125339,0.046051487,0.33958626,0.0,0.0,1.1697931,0.053870715
UPU,100358,9303,0.04359231,0.26062864,0.0,0.0,1.1303144,0.049273014
UPU,100358,100409,0.042698268,0.20479593,0.0,0.0,1.1023979,0.04707048
UPU,100374,171075,0.12861688,0.42515257,0.0,0.0,1.2125763,0.15595779
UPU,100374,109565,0.11710461,0.36718065,0.0,0.0,1.1835903,0.13860388
UPU,100374,103627,0.10664887,0.35596344,0.0,0.0,1.1779817,0.12563042
UPU,100374,19962,0.09683244,0.21762517,0.0,0.0,1.1088126,0.10736903
UPU,100374,116907,0.08627784,0.43077582,0.0,0.0,1.215388,0.10486105
UPU,100374,23827,0.07423677,0.22559677,0.0,0.0,1.1127983,0.082610555
UPU,100374,144887,0.0730245,0.37403926,0.0,0.0,1.1870196,0.08668151
UPU,100374,125731,0.071981706,0.17541765,0.0,0.0,1.0877088,0.078295134
UPU,100374,106398,0.06968595,0.43998027,0.0,0.0,1.2199901,0.085016176
UPU,100374,105125,0.066769995,0.24303913,0.0,0.0,1.1215196,0.074883856
UPU,100374,88655,0.063465595,0.38241443,0.0,0.0,1.1912072,0.07560067
UPU,100374,159386,0.06247706,0.22986111,0.0,0.0,1.1149305,0.06965758
UPU,100374,14314,0.05930621,0.25857016,0.0,0.0,1.1292851,0.06697362
UPU,100374,148846,0.05775949,0.4316488,0.0,0.0,1.2158244,0.070225395
UPU,100374,21310,0.05569923,0.13134474,0.0,0.0,1.0656724,0.059357133
UPU,100374,98708,0.055327334,0.17781883,0.0,0.0,1.0889094,0.060246453
UPU,100374,75521,0.054893386,0.13722697,0.0,0.0,1.0686135,0.058659814
UPU,100374,67924,0.051457953,0.3875245,0.0,0.0,1.1937623,0.061428566
UPU,100374,100376,0.050946806,0.45160073,0.0,0.0,1.2258004,0.062450614
UPU,100374,192052,0.050259262,0.36624417,0.0,0.0,1.183122,0.05946284
UTU,100013,25825,0.19224373,0.15283555,0.0,0.0,1.0764178,0.20693457
UTU,100013,85022,0.18340933,0.15707114,0.0,0.0,1.0785356,0.19781348
UTU,100013,113922,0.17622341,0.1570434,0.0,0.0,1.0785217,0.19006078
UTU,100013,107600,0.15006217,0.15731613,0.0,0.0,1.0786581,0.16186579
UTU,100013,23280,0.13761447,0.10908071,0.0,0.0,1.0545404,0.14512002
UTU,100013,65426,0.1316012,0.1134572,0.0,0.0,1.0567286,0.13906676
UTU,100013,80072,0.11099196,0.14611818,0.0,0.0,1.0730591,0.119100936
UTU,100013,143978,0.10589143,0.118933775,0.0,0.0,1.0594668,0.11218846
UTU,100013,131148,0.10589143,0.14791265,0.0,0.0,1.0739564,0.11372277
UTU,100013,223575,0.10174263,0.15723257,0.0,0.0,1.0786163,0.109741256
UTU,100013,44651,0.0994303,0.15657888,0.0,0.0,1.0782894,0.10721464
UTU,100013,11433,0.09451983,0.15443496,0.0,0.0,1.0772175,0.10181841
UTU,100013,112181,0.0924933,0.15136322,0.0,0.0,1.0756816,0.09949334
UTU,100013,63686,0.092462555,0.15140028,0.0,0.0,1.0757002,0.09946199
UTU,100013,21287,0.088459976,0.13883664,0.0,0.0,1.0694183,0.094600715
UTU,100013,119108,0.087349325,0.13048576,0.0,0.0,1.0652429,0.093048245
UTU,100013,12874,0.08381034,0.09853176,0.0,0.0,1.0492659,0.08793932
UTU,100013,67434,0.0816835,0.14240849,0.0,0.0,1.0712042,0.08749971
UTU,100013,46591,0.07754916,0.15738757,0.0,0.0,1.0786937,0.083651796
UTU,100013,8257,0.07749057,0.10033222,0.0,0.0,1.0501661,0.08137797
UTU,100019,36129,0.20904952,0.12146938,0.0,0.0,1.0607347,0.22174609
UTU,100019,162397,0.17394221,0.103210025,0.0,0.0,1.051605,0.18291849
UTU,100019,148302,0.14782034,0.15241738,0.0,0.0,1.0762087,0.15908554
UTU,100019,48375,0.14782034,0.08615411,0.0,0.0,1.0430771,0.154188
UTU,100019,99980,0.14782034,0.10285476,0.0,0.0,1.0514274,0.15542234
UTU,100019,104866,0.13828354,0.13538758,0.0,0.0,1.0676938,0.14764448
UTU,100019,9812,0.13479033,0.13931246,0.0,0.0,1.0696563,0.14417931
UTU,100019,10640,0.13351879,0.09883596,0.0,0.0,1.049418,0.14011702
UTU,100019,13281,0.113146774,0.11916441,0.0,0.0,1.0595822,0.11988831
UTU,100019,68779,0.11252505,0.11559824,0.0,0.0,1.0577991,0.1190289
UTU,100019,130011,0.11252505,0.1460415,0.0,0.0,1.0730207,0.12074171
UTU,100019,155652,0.1070175,0.08455749,0.0,0.0,1.0422788,0.11154207
UTU,100019,76171,0.1067726,0.11348836,0.0,0.0,1.0567442,0.11283133
UTU,100019,178222,0.1033604,0.09711069,0.0,0.0,1.0485554,0.1083791
UTU,100019,21441,0.102339275,0.15604036,0.0,0.0,1.0780202,0.11032381
UTU,100019,13921,0.10223878,0.1389536,0.0,0.0,1.0694768,0.10934201
UTU,100019,6323,0.1002974,0.15626375,0.0,0.0,1.0781319,0.10813383
UTU,100019,54010,0.09870697,0.15650228,0.0,0.0,1.0782511,0.106430896
UTU,100019,19038,0.098067105,0.09491679,0.0,0.0,1.0474584,0.102721214
UTU,100019,36810,0.096776366,0.15650037,0.0,0.0,1.0782502,0.10434914
UTU,100114,87108,0.16154698,0.13981819,0.0,0.0,1.0699091,0.17284058
UTU,100114,15995,0.13070902,0.13092366,0.0,0.0,1.0654619,0.13926548
UTU,100114,123912,0.12868749,0.14342447,0.0,0.0,1.0717123,0.13791595
UTU,100114,101314,0.12815696,0.14262742,0.0,0.0,1.0713137,0.13729632
UTU,100114,91546,0.0966608,0.08641242,0.0,0.0,1.0432062,0.10083715
UTU,100114,139800,0.07710197,0.101038344,0.0,0.0,1.0505192,0.0809971
UTU,100114,106056,0.07234588,0.10739743,0.0,0.0,1.0536987,0.07623076
UTU,100114,119108,0.07036948,0.119730055,0.0,0.0,1.059865,0.07458215
UTU,100114,12989,0.06927255,0.111955516,0.0,0.0,1.0559777,0.07315027
UTU,100114,100976,0.06793714,0.09560154,0.0,0.0,1.0478008,0.07118459
UTU,100114,37042,0.06692492,0.12871902,0.0,0.0,1.0643595,0.07123218
UTU,100114,33523,0.061080713,0.12690322,0.0,0.0,1.0634516,0.06495638
UTU,100114,48188,0.057526678,0.12838167,0.0,0.0,1.0641909,0.061219364
UTU,100114,12739,0.054711375,0.11912086,0.0,0.0,1.0595604,0.057970006
UTU,100114,35911,0.048677966,0.08006055,0.0,0.0,1.0400302,0.050626557
UTU,100114,12776,0.04831602,0.10007623,0.0,0.0,1.0500381,0.050733663
UTU,100114,107621,0.045690056,0.09379362,0.0,0.0,1.0468968,0.047832776
UTU,100114,53245,0.043847263,0.13041952,0.0,0.0,1.0652097,0.04670653
UTU,100114,11603,0.041415032,0.12661272,0.0,0.0,1.0633063,0.044036865
UTU,100114,53115,0.03818614,0.120518,0.0,0.0,1.060259,0.0404872
UTU,100179,105382,0.14081277,0.10159482,0.0,0.0,1.0507975,0.1479657
UTU,100179,119216,0.13482073,0.19244811,0.0,0.0,1.0962241,0.14779373
UTU,100179,181601,0.13122551,0.19225739,0.0,0.0,1.0961287,0.14384004
UTU,100179,125322,0.12863939,0.19211404,0.0,0.0,1.096057,0.1409961
UTU,100179,134635,0.12863939,0.19241361,0.0,0.0,1.0962068,0.14101537
UTU,100179,156172,0.1260566,0.19214389,0.0,0.0,1.096072,0.1381671
UTU,100179,192167,0.1260566,0.1924459,0.0,0.0,1.096223,0.13818614
UTU,100179,79921,0.1260566,0.17924878,0.0,0.0,1.0896244,0.13735434
UTU,100179,11244,0.120692484,0.18036488,0.0,0.0,1.0901824,0.13157682
UTU,100179,28523,0.120692484,0.19239663,0.0,0.0,1.0961983,0.1323029
UTU,100179,106498,0.104600154,0.19107585,0.0,0.0,1.0955379,0.11459343
UTU,100179,108599,0.09956966,0.19243872,0.0,0.0,1.0962193,0.109150186
UTU,100179,212790,0.09956966,0.19128442,0.0,0.0,1.0956422,0.10909273
UTU,100179,50454,0.09956966,0.19022103,0.0,0.0,1.0951105,0.10903979
UTU,100179,10762,0.09879251,0.192429,0.0,0.0,1.0962145,0.10829778
UTU,100179,149211,0.09533265,0.1690518,0.0,0.0,1.084526,0.10339074
UTU,100179,58789,0.09533265,0.1922103,0.0,0.0,1.0961051,0.10449461
UTU,100179,192266,0.09500453,0.18983859,0.0,0.0,1.0949193,0.104022294
UTU,100179,246147,0.09500453,0.18859382,0.0,0.0,1.0942969,0.10396317
UTU,100179,113593,0.09109565,0.09951232,0.0,0.0,1.0497562,0.09562822
UTU,10021,128288,0.20647058,0.35317886,0.0,0.0,1.1765895,0.24293111
UTU,10021,54595,0.1751961,0.1861992,0.0,0.0,1.0930996,0.19150679
UTU,10021,106353,0.16059642,0.405396,0.0,0.0,1.202698,0.19314899
UTU,10021,116676,0.16059642,0.36076874,0.0,0.0,1.1803844,0.18956551
UTU,10021,152429,0.16059642,0.40462494,0.0,0.0,1.2023125,0.19308707
UTU,10021,26573,0.16059642,0.40409276,0.0,0.0,1.2020464,0.19304433
UTU,10021,92472,0.16059642,0.36360472,0.0,0.0,1.1818024,0.18979323
UTU,10021,120069,0.143047,0.4032099,0.0,0.0,1.201605,0.171886
UTU,10021,56329,0.143047,0.2261351,0.0,0.0,1.1130675,0.15922098
UTU,10021,33302,0.13827878,0.24300227,0.0,0.0,1.1215011,0.15507981
UTU,10021,40752,0.13351054,0.40560335,0.0,0.0,1.2028017,0.16058671
UTU,10021,40351,0.13112643,0.37439573,0.0,0.0,1.1871979,0.15567303
UTU,10021,97601,0.13112643,0.3950975,0.0,0.0,1.1975487,0.1570303
UTU,10021,136145,0.13112643,0.30131516,0.0,0.0,1.1506575,0.15088162
UTU,10021,85837,0.121301465,0.29342303,0.0,0.0,1.1467115,0.13909778
UTU,10021,159983,0.11920584,0.20759122,0.0,0.0,1.1037956,0.13157889
UTU,10021,26991,0.116508394,0.34054384,0.0,0.0,1.1702719,0.1363465
UTU,10021,111980,0.113558814,0.18652523,0.0,0.0,1.0932627,0.12414961
UTU,10021,43653,0.113558814,0.2611485,0.0,0.0,1.1305742,0.12838666
UTU,10021,47809,0.113558814,0.34512457,0.0,0.0,1.1725622,0.13315478
UTU,100341,93910,0.2795092,0.2077796,0.0,0.0,1.1038898,0.30854735
UTU,100341,64471,0.21312816,0.20365708,0.0,0.0,1.1018286,0.2348307
UTU,100341,86714,0.17503177,0.20709723,0.0,0.0,1.1035486,0.19315606
UTU,100341,12210,0.1531528,0.20719849,0.0,0.0,1.1035992,0.1690193
UTU,100341,18264,0.15245955,0.20731755,0.0,0.0,1.1036588,0.16826332
UTU,100341,192195,0.15245955,0.20789023,0.0,0.0,1.1039451,0.16830698
UTU,100341,25872,0.15245955,0.20246372,0.0,0.0,1.1012318,0.1678933
UTU,100341,67773,0.15245955,0.18592563,0.0,0.0,1.0929629,0.16663262
UTU,100341,31812,0.15070437,0.20588844,0.0,0.0,1.1029443,0.16621852
UTU,100341,5286,0.14558554,0.20679885,0.0,0.0,1.1033994,0.16063899
UTU,100341,48499,0.14293082,0.19341452,0.0,0.0,1.0967072,0.15675326
UTU,100341,85392,0.14293082,0.1921207,0.0,0.0,1.0960604,0.15666081
UTU,100341,48197,0.13993977,0.19839837,0.0,0.0,1.0991992,0.15382168
UTU,100341,39070,0.13889822,0.2061289,0.0,0.0,1.1030644,0.1532137
UTU,100341,92456,0.13814567,0.20795733,0.0,0.0,1.1039786,0.15250987
UTU,100341,72722,0.13557902,0.14831795,0.0,0.0,1.074159,0.14563343
UTU,100341,21985,0.13395944,0.19910036,0.0,0.0,1.0995501,0.14729512
UTU,100341,108346,0.12589481,0.1847879,0.0,0.0,1.092394,0.13752674
UTU,100341,139840,0.12387338,0.19846514,0.0,0.0,1.0992326,0.13616565
UTU,100341,185474,0.114344664,0.20740545,0.0,0.0,1.1037028,0.12620252
UTU,100349,152014,0.4056329,0.32705152,0.0,0.0,1.1635258,0.47196436
UTU,100349,125406,0.31550837,0.32838893,0.0,0.0,1.1641945,0.3673131
UTU,100349,56678,0.27099392,0.32830086,0.0,0.0,1.1641505,0.3154777
UTU,100349,106232,0.2230981,0.32424718,0.0,0.0,1.1621236,0.25926757
UTU,100349,50494,0.21295728,0.32330668,0.0,0.0,1.1616533,0.24738252
UTU,100349,118181,0.20281646,0.32805395,0.0,0.0,1.164027,0.23608382
UTU,100349,224854,0.20281646,0.3213147,0.0,0.0,1.1606574,0.23540042
UTU,100349,146911,0.17209546,0.18839619,0.0,0.0,1.0941981,0.18830653
UTU,100349,65031,0.17209546,0.32852852,0.0,0.0,1.1642642,0.20036459
UTU,100349,44730,0.15775418,0.27255246,0.0,0.0,1.1362762,0.17925233
UTU,100349,46661,0.15775418,0.265684,0.0,0.0,1.1328421,0.17871058
