relation,src_user_id,dst_user_id,base_score,abnormal_pair,tns_score,abnormal_tns_interaction,soft_weight_factor,rank_score
UPU,10021,10343,0.0074628685,0.14936453,0.0,0.0,1.0,0.0074628685
UPU,10021,26335,0.0069214157,0.16020043,0.0,0.0,1.0,0.0069214157
UPU,10021,65842,0.005966948,0.22847827,0.0,0.0,1.0,0.005966948
UPU,10021,170162,0.0058234306,0.3278227,0.0,0.0,1.0,0.0058234306
UPU,10021,6793,0.005315257,0.13609026,0.0,0.0,1.0,0.005315257
UPU,10021,130173,0.0044446792,0.13408186,0.0,0.0,1.0,0.0044446792
UPU,10021,10072,0.004377988,0.2123003,0.0,0.0,1.0,0.004377988
UPU,10021,36931,0.0035471777,0.18079808,0.0,0.0,1.0,0.0035471777
UPU,10021,10106,0.0029324088,0.23869126,0.0,0.0,1.0,0.0029324088
UPU,10021,26507,0.0028431166,0.15339836,0.0,0.0,1.0,0.0028431166
UPU,100341,19636,0.13496667,0.19205576,0.0,0.0,1.0,0.13496667
UPU,100341,128650,0.13285781,0.20387292,0.0,0.0,1.0,0.13285781
UPU,100341,64471,0.112968996,0.20365708,0.0,0.0,1.0,0.112968996
UPU,100341,77772,0.106311135,0.1744403,0.0,0.0,1.0,0.106311135
UPU,100341,93910,0.105343364,0.2077796,0.0,0.0,1.0,0.105343364
UPU,100341,8760,0.08232898,0.1877109,0.0,0.0,1.0,0.08232898
UPU,100341,90716,0.07060247,0.1388002,0.0,0.0,1.0,0.07060247
UPU,100341,91790,0.069469094,0.19378956,0.0,0.0,1.0,0.069469094
UPU,100341,48197,0.06803913,0.19839837,0.0,0.0,1.0,0.06803913
UPU,100341,89775,0.057167046,0.20415199,0.0,0.0,1.0,0.057167046
UPU,100341,75521,0.052945472,0.122670606,0.0,0.0,1.0,0.052945472
UPU,100341,34180,0.048881777,0.121540345,0.0,0.0,1.0,0.048881777
UPU,100341,23123,0.04554893,0.10169859,0.0,0.0,1.0,0.04554893
UPU,100341,100453,0.042363375,0.097370274,0.0,0.0,1.0,0.042363375
UPU,100341,106606,0.039266575,0.11800422,0.0,0.0,1.0,0.039266575
UPU,100341,9303,0.03827638,0.19506404,0.0,0.0,1.0,0.03827638
UPU,100341,144966,0.035680816,0.1957352,0.0,0.0,1.0,0.035680816
UPU,100341,100438,0.034490537,0.19193168,0.0,0.0,1.0,0.034490537
UPU,100341,52692,0.034367766,0.18663545,0.0,0.0,1.0,0.034367766
UPU,100341,131851,0.03303156,0.16268313,0.0,0.0,1.0,0.03303156
UPU,100349,152014,0.17565747,0.32705152,0.0,0.0,1.0,0.17565747
UPU,100349,100357,0.115393974,0.32827282,0.0,0.0,1.0,0.115393974
UPU,100349,40735,0.10826196,0.26893187,0.0,0.0,1.0,0.10826196
UPU,100349,100358,0.09678204,0.32130492,0.0,0.0,1.0,0.09678204
UPU,100349,125406,0.09410222,0.32838893,0.0,0.0,1.0,0.09410222
UPU,100349,103824,0.08665715,0.18840143,0.0,0.0,1.0,0.08665715
UPU,100349,123620,0.082339436,0.3281527,0.0,0.0,1.0,0.082339436
UPU,100349,21985,0.08056704,0.27755943,0.0,0.0,1.0,0.08056704
UPU,100349,100409,0.0796265,0.20343016,0.0,0.0,1.0,0.0796265
UPU,100349,52551,0.06614079,0.20507783,0.0,0.0,1.0,0.06614079
UPU,100349,100453,0.055050336,0.10958717,0.0,0.0,1.0,0.055050336
UPU,100349,103601,0.052003857,0.32481205,0.0,0.0,1.0,0.052003857
UPU,100349,152023,0.04971438,0.3282036,0.0,0.0,1.0,0.04971438
UPU,100349,56678,0.04567722,0.32830086,0.0,0.0,1.0,0.04567722
UPU,100349,46742,0.043744437,0.23558849,0.0,0.0,1.0,0.043744437
UPU,100349,38297,0.038283467,0.21357326,0.0,0.0,1.0,0.038283467
UPU,100349,121010,0.038186405,0.24627283,0.0,0.0,1.0,0.038186405
UPU,100349,100438,0.034093674,0.24600449,0.0,0.0,1.0,0.034093674
UPU,100349,9303,0.030307034,0.25845513,0.0,0.0,1.0,0.030307034
UPU,100349,56427,0.02933667,0.21829242,0.0,0.0,1.0,0.02933667
UPU,100357,100358,0.15001217,0.34563205,0.0,0.0,1.0,0.15001217
UPU,100357,100349,0.115393974,0.32827282,0.0,0.0,1.0,0.115393974
UPU,100357,21985,0.08883032,0.2839244,0.0,0.0,1.0,0.08883032
UPU,100357,16095,0.08236431,0.43505555,0.0,0.0,1.0,0.08236431
UPU,100357,40735,0.07423677,0.2745509,0.0,0.0,1.0,0.07423677
UPU,100357,46742,0.07204966,0.23854372,0.0,0.0,1.0,0.07204966
UPU,100357,28799,0.0692667,0.28665215,0.0,0.0,1.0,0.0692667
UPU,100357,100453,0.06897111,0.106822714,0.0,0.0,1.0,0.06897111
UPU,100357,123446,0.056549583,0.19201003,0.0,0.0,1.0,0.056549583
UPU,100357,100409,0.049935263,0.20419376,0.0,0.0,1.0,0.049935263
UPU,100357,100438,0.045458235,0.24975234,0.0,0.0,1.0,0.045458235
UPU,100357,9303,0.038340226,0.26319844,0.0,0.0,1.0,0.038340226
UPU,100357,89742,0.03633866,0.32726303,0.0,0.0,1.0,0.03633866
UPU,100357,64471,0.03383733,0.31588337,0.0,0.0,1.0,0.03383733
UPU,100357,41504,0.033670664,0.11285492,0.0,0.0,1.0,0.033670664
UPU,100357,12198,0.03356015,0.3475693,0.0,0.0,1.0,0.03356015
UPU,100357,56678,0.030217236,0.45888615,0.0,0.0,1.0,0.030217236
UPU,100357,164883,0.02791517,0.21752924,0.0,0.0,1.0,0.02791517
UPU,100357,40738,0.026285943,0.28233328,0.0,0.0,1.0,0.026285943
UPU,100357,100341,0.026157252,0.20579611,0.0,0.0,1.0,0.026157252
UPU,100358,100357,0.15001217,0.34563205,0.0,0.0,1.0,0.15001217
UPU,100358,100438,0.11336192,0.2479842,0.0,0.0,1.0,0.11336192
UPU,100358,100349,0.09678204,0.32130492,0.0,0.0,1.0,0.09678204
UPU,100358,68966,0.09045912,0.15278722,0.0,0.0,1.0,0.09045912
UPU,100358,125411,0.08519525,0.3395912,0.0,0.0,1.0,0.08519525
UPU,100358,57607,0.07925139,0.34498113,0.0,0.0,1.0,0.07925139
UPU,100358,100453,0.0779284,0.10995397,0.0,0.0,1.0,0.0779284
UPU,100358,21985,0.07070169,0.28004125,0.0,0.0,1.0,0.07070169
UPU,100358,46742,0.068046905,0.23741074,0.0,0.0,1.0,0.068046905
UPU,100358,40735,0.06495717,0.2712729,0.0,0.0,1.0,0.06495717
UPU,100358,22683,0.06476659,0.18996593,0.0,0.0,1.0,0.06476659
UPU,100358,37572,0.062408183,0.1330499,0.0,0.0,1.0,0.062408183
UPU,100358,12250,0.062152933,0.31554165,0.0,0.0,1.0,0.062152933
UPU,100358,193603,0.054993298,0.20758186,0.0,0.0,1.0,0.054993298
UPU,100358,191998,0.05409222,0.345734,0.0,0.0,1.0,0.05409222
UPU,100358,103602,0.050763045,0.3456632,0.0,0.0,1.0,0.050763045
UPU,100358,125421,0.046470135,0.34297302,0.0,0.0,1.0,0.046470135
UPU,100358,125339,0.046051487,0.33958626,0.0,0.0,1.0,0.046051487
UPU,100358,9303,0.04359231,0.26062864,0.0,0.0,1.0,0.04359231
UPU,100358,100409,0.042698268,0.20479593,0.0,0.0,1.0,0.042698268
UPU,100374,171075,0.12861688,0.42515257,0.0,0.0,1.0,0.12861688
UPU,100374,109565,0.11710461,0.36718065,0.0,0.0,1.0,0.11710461
UPU,100374,103627,0.10664887,0.35596344,0.0,0.0,1.0,0.10664887
UPU,100374,19962,0.09683244,0.21762517,0.0,0.0,1.0,0.09683244
UPU,100374,116907,0.08627784,0.43077582,0.0,0.0,1.0,0.08627784
UPU,100374,23827,0.07423677,0.22559677,0.0,0.0,1.0,0.07423677
UPU,100374,144887,0.0730245,0.37403926,0.0,0.0,1.0,0.0730245
UPU,100374,125731,0.071981706,0.17541765,0.0,0.0,1.0,0.071981706
UPU,100374,106398,0.06968595,0.43998027,0.0,0.0,1.0,0.06968595
UPU,100374,105125,0.066769995,0.24303913,0.0,0.0,1.0,0.066769995
UPU,100374,88655,0.063465595,0.38241443,0.0,0.0,1.0,0.063465595
UPU,100374,159386,0.06247706,0.22986111,0.0,0.0,1.0,0.06247706
UPU,100374,14314,0.05930621,0.25857016,0.0,0.0,1.0,0.05930621
UPU,100374,148846,0.05775949,0.4316488,0.0,0.0,1.0,0.05775949
UPU,100374,21310,0.05569923,0.13134474,0.0,0.0,1.0,0.05569923
UPU,100374,98708,0.055327334,0.17781883,0.0,0.0,1.0,0.055327334
UPU,100374,75521,0.054893386,0.13722697,0.0,0.0,1.0,0.054893386
UPU,100374,67924,0.051457953,0.3875245,0.0,0.0,1.0,0.051457953
UPU,100374,100376,0.050946806,0.45160073,0.0,0.0,1.0,0.050946806
UPU,100374,192052,0.050259262,0.36624417,0.0,0.0,1.0,0.050259262
UTU,100013,25825,0.19224373,0.15283555,0.0,0.0,1.0,0.19224373
UTU,100013,85022,0.18340933,0.15707114,0.0,0.0,1.0,0.18340933
UTU,100013,113922,0.17622341,0.1570434,0.0,0.0,1.0,0.17622341
UTU,100013,107600,0.15006217,0.15731613,0.0,0.0,1.0,0.15006217
UTU,100013,23280,0.13761447,0.10908071,0.0,0.0,1.0,0.13761447
UTU,100013,65426,0.1316012,0.1134572,0.0,0.0,1.0,0.1316012
UTU,100013,80072,0.11099196,0.14611818,0.0,0.0,1.0,0.11099196
UTU,100013,143978,0.10589143,0.118933775,0.0,0.0,1.0,0.10589143
UTU,100013,131148,0.10589143,0.14791265,0.0,0.0,1.0,0.10589143
UTU,100013,223575,0.10174263,0.15723257,0.0,0.0,1.0,0.10174263
UTU,100013,44651,0.0994303,0.15657888,0.0,0.0,1.0,0.0994303
UTU,100013,11433,0.09451983,0.15443496,0.0,0.0,1.0,0.09451983
UTU,100013,112181,0.0924933,0.15136322,0.0,0.0,1.0,0.0924933
UTU,100013,63686,0.092462555,0.15140028,0.0,0.0,1.0,0.092462555
UTU,100013,21287,0.088459976,0.13883664,0.0,0.0,1.0,0.088459976
UTU,100013,119108,0.087349325,0.13048576,0.0,0.0,1.0,0.087349325
UTU,100013,12874,0.08381034,0.09853176,0.0,0.0,1.0,0.08381034
UTU,100013,67434,0.0816835,0.14240849,0.0,0.0,1.0,0.0816835
UTU,100013,46591,0.07754916,0.15738757,0.0,0.0,1.0,0.07754916
UTU,100013,8257,0.07749057,0.10033222,0.0,0.0,1.0,0.07749057
UTU,100019,36129,0.20904952,0.12146938,0.0,0.0,1.0,0.20904952
UTU,100019,162397,0.17394221,0.103210025,0.0,0.0,1.0,0.17394221
UTU,100019,148302,0.14782034,0.15241738,0.0,0.0,1.0,0.14782034
UTU,100019,48375,0.14782034,0.08615411,0.0,0.0,1.0,0.14782034
UTU,100019,99980,0.14782034,0.10285476,0.0,0.0,1.0,0.14782034
UTU,100019,104866,0.13828354,0.13538758,0.0,0.0,1.0,0.13828354
UTU,100019,9812,0.13479033,0.13931246,0.0,0.0,1.0,0.13479033
UTU,100019,10640,0.13351879,0.09883596,0.0,0.0,1.0,0.13351879
UTU,100019,13281,0.113146774,0.11916441,0.0,0.0,1.0,0.113146774
UTU,100019,68779,0.11252505,0.11559824,0.0,0.0,1.0,0.11252505
UTU,100019,130011,0.11252505,0.1460415,0.0,0.0,1.0,0.11252505
UTU,100019,155652,0.1070175,0.08455749,0.0,0.0,1.0,0.1070175
UTU,100019,76171,0.1067726,0.11348836,0.0,0.0,1.0,0.1067726
UTU,100019,178222,0.1033604,0.09711069,0.0,0.0,1.0,0.1033604
UTU,100019,21441,0.102339275,0.15604036,0.0,0.0,1.0,0.102339275
UTU,100019,13921,0.10223878,0.1389536,0.0,0.0,1.0,0.10223878
UTU,100019,6323,0.1002974,0.15626375,0.0,0.0,1.0,0.1002974
UTU,100019,54010,0.09870697,0.15650228,0.0,0.0,1.0,0.09870697
UTU,100019,19038,0.098067105,0.09491679,0.0,0.0,1.0,0.098067105
UTU,100019,36810,0.096776366,0.15650037,0.0,0.0,1.0,0.096776366
UTU,100114,87108,0.16154698,0.13981819,0.0,0.0,1.0,0.16154698
UTU,100114,15995,0.13070902,0.13092366,0.0,0.0,1.0,0.13070902
UTU,100114,123912,0.12868749,0.14342447,0.0,0.0,1.0,0.12868749
UTU,100114,101314,0.12815696,0.14262742,0.0,0.0,1.0,0.12815696
UTU,100114,91546,0.0966608,0.08641242,0.0,0.0,1.0,0.0966608
UTU,100114,139800,0.07710197,0.101038344,0.0,0.0,1.0,0.07710197
UTU,100114,106056,0.07234588,0.10739743,0.0,0.0,1.0,0.07234588
UTU,100114,119108,0.07036948,0.119730055,0.0,0.0,1.0,0.07036948
UTU,100114,12989,0.06927255,0.111955516,0.0,0.0,1.0,0.06927255
UTU,100114,100976,0.06793714,0.09560154,0.0,0.0,1.0,0.06793714
UTU,100114,37042,0.06692492,0.12871902,0.0,0.0,1.0,0.06692492
UTU,100114,33523,0.061080713,0.12690322,0.0,0.0,1.0,0.061080713
UTU,100114,48188,0.057526678,0.12838167,0.0,0.0,1.0,0.057526678
UTU,100114,12739,0.054711375,0.11912086,0.0,0.0,1.0,0.054711375
UTU,100114,35911,0.048677966,0.08006055,0.0,0.0,1.0,0.048677966
UTU,100114,12776,0.04831602,0.10007623,0.0,0.0,1.0,0.04831602
UTU,100114,107621,0.045690056,0.09379362,0.0,0.0,1.0,0.045690056
UTU,100114,53245,0.043847263,0.13041952,0.0,0.0,1.0,0.043847263
UTU,100114,11603,0.041415032,0.12661272,0.0,0.0,1.0,0.041415032
UTU,100114,53115,0.03818614,0.120518,0.0,0.0,1.0,0.03818614
UTU,100179,105382,0.14081277,0.10159482,0.0,0.0,1.0,0.14081277
UTU,100179,119216,0.13482073,0.19244811,0.0,0.0,1.0,0.13482073
UTU,100179,181601,0.13122551,0.19225739,0.0,0.0,1.0,0.13122551
UTU,100179,125322,0.12863939,0.19211404,0.0,0.0,1.0,0.12863939
UTU,100179,134635,0.12863939,0.19241361,0.0,0.0,1.0,0.12863939
UTU,100179,156172,0.1260566,0.19214389,0.0,0.0,1.0,0.1260566
UTU,100179,192167,0.1260566,0.1924459,0.0,0.0,1.0,0.1260566
UTU,100179,79921,0.1260566,0.17924878,0.0,0.0,1.0,0.1260566
UTU,100179,11244,0.120692484,0.18036488,0.0,0.0,1.0,0.120692484
UTU,100179,28523,0.120692484,0.19239663,0.0,0.0,1.0,0.120692484
UTU,100179,106498,0.104600154,0.19107585,0.0,0.0,1.0,0.104600154
UTU,100179,108599,0.09956966,0.19243872,0.0,0.0,1.0,0.09956966
UTU,100179,212790,0.09956966,0.19128442,0.0,0.0,1.0,0.09956966
UTU,100179,50454,0.09956966,0.19022103,0.0,0.0,1.0,0.09956966
UTU,100179,10762,0.09879251,0.192429,0.0,0.0,1.0,0.09879251
UTU,100179,149211,0.09533265,0.1690518,0.0,0.0,1.0,0.09533265
UTU,100179,58789,0.09533265,0.1922103,0.0,0.0,1.0,0.09533265
UTU,100179,192266,0.09500453,0.18983859,0.0,0.0,1.0,0.09500453
UTU,100179,246147,0.09500453,0.18859382,0.0,0.0,1.0,0.09500453
UTU,100179,113593,0.09109565,0.09951232,0.0,0.0,1.0,0.09109565
UTU,10021,128288,0.20647058,0.35317886,0.0,0.0,1.0,0.20647058
UTU,10021,54595,0.1751961,0.1861992,0.0,0.0,1.0,0.1751961
UTU,10021,106353,0.16059642,0.405396,0.0,0.0,1.0,0.16059642
UTU,10021,116676,0.16059642,0.36076874,0.0,0.0,1.0,0.16059642
UTU,10021,152429,0.16059642,0.40462494,0.0,0.0,1.0,0.16059642
UTU,10021,26573,0.16059642,0.40409276,0.0,0.0,1.0,0.16059642
UTU,10021,92472,0.16059642,0.36360472,0.0,0.0,1.0,0.16059642
UTU,10021,120069,0.143047,0.4032099,0.0,0.0,1.0,0.143047
UTU,10021,56329,0.143047,0.2261351,0.0,0.0,1.0,0.143047
UTU,10021,33302,0.13827878,0.24300227,0.0,0.0,1.0,0.13827878
UTU,10021,40752,0.13351054,0.40560335,0.0,0.0,1.0,0.13351054
UTU,10021,40351,0.13112643,0.37439573,0.0,0.0,1.0,0.13112643
UTU,10021,97601,0.13112643,0.3950975,0.0,0.0,1.0,0.13112643
UTU,10021,136145,0.13112643,0.30131516,0.0,0.0,1.0,0.13112643
UTU,10021,85837,0.121301465,0.29342303,0.0,0.0,1.0,0.121301465
UTU,10021,159983,0.11920584,0.20759122,0.0,0.0,1.0,0.11920584
UTU,10021,26991,0.116508394,0.34054384,0.0,0.0,1.0,0.116508394
UTU,10021,111980,0.113558814,0.18652523,0.0,0.0,1.0,0.113558814
UTU,10021,43653,0.113558814,0.2611485,0.0,0.0,1.0,0.113558814
UTU,10021,47809,0.113558814,0.34512457,0.0,0.0,1.0,0.113558814
UTU,100341,93910,0.2795092,0.2077796,0.0,0.0,1.0,0.2795092
UTU,100341,64471,0.21312816,0.20365708,0.0,0.0,1.0,0.21312816
UTU,100341,86714,0.17503177,0.20709723,0.0,0.0,1.0,0.17503177
UTU,100341,12210,0.1531528,0.20719849,0.0,0.0,1.0,0.1531528
UTU,100341,18264,0.15245955,0.20731755,0.0,0.0,1.0,0.15245955
UTU,100341,192195,0.15245955,0.20789023,0.0,0.0,1.0,0.15245955
UTU,100341,25872,0.15245955,0.20246372,0.0,0.0,1.0,0.15245955
UTU,100341,67773,0.15245955,0.18592563,0.0,0.0,1.0,0.15245955
UTU,100341,31812,0.15070437,0.20588844,0.0,0.0,1.0,0.15070437
UTU,100341,5286,0.14558554,0.20679885,0.0,0.0,1.0,0.14558554
UTU,100341,48499,0.14293082,0.19341452,0.0,0.0,1.0,0.14293082
UTU,100341,85392,0.14293082,0.1921207,0.0,0.0,1.0,0.14293082
UTU,100341,48197,0.13993977,0.19839837,0.0,0.0,1.0,0.13993977
UTU,100341,39070,0.13889822,0.2061289,0.0,0.0,1.0,0.13889822
UTU,100341,92456,0.13814567,0.20795733,0.0,0.0,1.0,0.13814567
UTU,100341,72722,0.13557902,0.14831795,0.0,0.0,1.0,0.13557902
UTU,100341,21985,0.13395944,0.19910036,0.0,0.0,1.0,0.13395944
UTU,100341,108346,0.12589481,0.1847879,0.0,0.0,1.0,0.12589481
UTU,100341,139840,0.12387338,0.19846514,0.0,0.0,1.0,0.12387338
UTU,100341,185474,0.114344664,0.20740545,0.0,0.0,1.0,0.114344664
UTU,100349,152014,0.4056329,0.32705152,0.0,0.0,1.0,0.4056329
UTU,100349,125406,0.31550837,0.32838893,0.0,0.0,1.0,0.31550837
UTU,100349,56678,0.27099392,0.32830086,0.0,0.0,1.0,0.27099392
UTU,100349,106232,0.2230981,0.32424718,0.0,0.0,1.0,0.2230981
UTU,100349,50494,0.21295728,0.32330668,0.0,0.0,1.0,0.21295728
UTU,100349,118181,0.20281646,0.32805395,0.0,0.0,1.0,0.20281646
UTU,100349,224854,0.20281646,0.3213147,0.0,0.0,1.0,0.20281646
UTU,100349,146911,0.17209546,0.18839619,0.0,0.0,1.0,0.17209546
UTU,100349,65031,0.17209546,0.32852852,0.0,0.0,1.0,0.17209546
UTU,100349,44730,0.15775418,0.27255246,0.0,0.0,1.0,0.15775418
UTU,100349,46661,0.15775418,0.265684,0.0,0.0,1.0,0.15775418
UTU,100349,49880,0.15775418,0.32853886,0.0,0.0,1.0,0.15775418
UTU,100349,150449,0.15058354,0.18098955,0.0,0.0,1.0,0.15058354
UTU,100349,29437,0.14341289,0.12570782,0.0,0.0,1.0,0.14341289
UTU,100349,55664,0.14136413,0.28837898,0.0,0.0,1.0,0.14136413
UTU,100349,151643,0.14051536,0.31021118,0.0,0.0,1.0,0.14051536
UTU,100349,84342,0.14051536,0.15597829,0.0,0.0,1.0,0.14051536
UTU,100349,87997,0.1334896,0.17488839,0.0,0.0,1.0,0.1334896
UTU,100349,90258,0.1290716,0.28074974,0.0,0.0,1.0,0.1290716
UTU,100349,9217,0.1290716,0.25203994,0.0,0.0,1.0,0.1290716
UTU,100357,100358,0.29351044,0.34563205,0.0,0.0,1.0,0.29351044
UTU,100357,13019,0.216977,0.42252344,0.0,0.0,1.0,0.216977
UTU,100357,144514,0.20754322,0.40297142,0.0,0.0,1.0,0.20754322
UTU,100357,223663,0.20754322,0.33532885,0.0,0.0,1.0,0.20754322
UTU,100357,76841,0.20754322,0.21651639,0.0,0.0,1.0,0.20754322
UTU,100357,33684,0.1999962,0.35217896,0.0,0.0,1.0,0.1999962
